,pokemon1_type,pokemon2_type,pokemon3_type,vulnerability
1358,17,8,8,12
1359,5,5,0,14
1360,14,16,1,2
1361,12,6,17,13
1362,7,6,13,8
1363,1,7,8,3
1364,11,2,11,5
1365,0,17,14,13
1366,16,1,1,3
1367,9,14,5,10
1368,0,15,17,0
1369,4,1,3,15
1370,8,9,11,12
1371,15,12,11,14
1372,15,10,3,11
1373,13,17,7,10
1374,4,11,2,5
1375,13,11,17,5
1376,4,15,14,15
1377,9,13,17,10
1378,8,1,5,17
1379,15,3,1,14
1380,14,9,8,17
1381,9,3,14,10
1382,17,0,7,10
1383,5,14,9,10
1384,12,17,12,13
1385,12,7,0,13
1386,0,1,2,14
1387,2,15,16,0
1388,14,16,13,1
1389,9,2,6,5
1390,13,0,0,1
1391,8,9,3,12
1392,14,1,3,2
1393,11,17,3,13
1394,2,11,7,5
1395,13,8,4,1
1396,6,5,4,6
1397,16,1,0,16
1398,2,1,17,0
1399,3,2,0,13
1400,0,5,11,14
1401,16,10,4,16
1402,0,2,4,15
1403,1,7,17,10
1404,8,13,14,17
1405,4,14,12,13
1406,9,0,12,13
1407,1,13,17,2
1408,1,9,12,3
1409,10,16,12,4
1410,1,17,5,0
1411,13,12,7,1
1412,10,4,3,8
1413,10,0,15,11
1414,15,4,14,14
1415,14,17,16,13
1416,9,12,1,13
1417,0,12,14,13
1418,9,16,8,16
1419,1,11,17,3
1420,17,15,8,0
1421,7,5,2,10
1422,3,11,9,3
1423,1,13,12,2
1424,1,0,9,3
1425,10,11,2,11
1426,1,10,10,11
1427,4,10,6,8
1428,6,16,15,5
1429,10,1,13,2
1430,12,7,14,13
1431,2,0,0,1
1432,5,15,15,0
1433,1,14,0,1
1434,1,12,5,3
1435,8,17,10,0
1436,14,16,2,17
1437,9,7,12,10
1438,17,14,0,13
1439,5,15,12,0
1440,13,15,1,2
1441,0,11,8,14
1442,5,17,0,10
1443,13,1,13,2
1444,16,8,10,16
1445,3,9,3,13
1446,5,9,9,10
1447,10,0,16,11
1448,1,16,3,2
1449,0,5,9,14
1450,14,6,10,8
1451,15,6,13,5
1452,8,1,17,3
1453,6,4,11,5
1454,14,5,12,13
1455,11,8,5,14
1456,4,7,6,15
1457,0,15,1,14
1458,1,2,1,3
1459,10,4,6,8
1460,13,13,9,1
1461,14,2,16,17
1462,13,3,14,1
1463,3,12,7,13
1464,7,14,13,10
1465,7,17,5,10
1466,5,13,8,17
1467,3,6,2,5
1468,11,6,8,5
1469,2,5,3,0
1470,1,4,13,2
1471,7,7,4,15
1472,3,2,10,11
1473,14,10,11,1
1474,4,15,2,15
1475,15,4,10,11
1476,6,1,2,5
1477,12,13,0,13
1478,17,13,5,0
1479,13,9,3,1
1480,16,1,3,16
1481,4,14,9,10
1482,5,9,11,14
1483,11,1,8,3
1484,10,5,12,4
1485,10,12,15,11
1486,11,9,2,5
1487,8,3,3,13
1488,13,6,7,5
1489,0,7,5,14
1490,1,7,10,8
1491,1,15,6,11
1492,7,11,10,8
1493,7,7,10,8
1494,11,1,8,3
1495,4,11,12,16
1496,14,11,8,17
1497,17,11,9,10
1498,6,17,13,5
1499,10,16,8,11
1500,9,0,2,10
1501,3,16,14,13
1502,15,13,2,0
1503,12,10,9,4
1504,10,17,16,0
1505,5,14,4,17
1506,8,2,3,12
1507,7,16,5,8
1508,1,0,7,3
1509,12,7,0,13
1510,13,13,16,1
1511,0,14,5,1
1512,2,0,17,13
1513,4,6,0,16
1514,10,6,1,8
1515,10,6,13,8
1516,4,3,5,15
1517,15,1,13,2
1518,5,12,4,0
1519,6,12,10,4
1520,15,0,3,14
1521,4,7,4,15
1522,4,16,8,16
1523,0,8,17,13
1524,15,4,11,14
1525,3,3,7,13
1526,12,7,15,15
1527,4,14,12,13
1528,4,3,9,15
1529,11,6,15,5
1530,3,4,11,16
1531,9,16,14,16
1532,17,3,4,13
1533,13,2,12,5
1534,4,4,10,16
1535,17,13,3,13
1536,8,9,16,17
1537,0,2,14,1
1538,11,17,5,0
1539,15,1,1,3
1540,1,12,0,13
1541,13,11,10,5
1542,17,6,11,5
1543,2,3,9,0
1544,14,9,10,10
1545,7,15,6,8
1546,16,11,13,5
1547,14,2,4,15
1548,17,5,8,0
1549,11,15,3,14
1550,5,15,15,0
1551,6,6,0,6
1552,5,9,0,10
1553,8,3,5,17
1554,7,7,16,8
1555,8,7,16,17
1556,9,16,17,16
1557,11,9,2,5
1558,10,11,7,8
1559,0,4,11,14
1560,14,14,15,1
1561,2,0,15,11
1562,11,5,13,5
1563,0,7,16,1
1564,10,13,16,11
1565,12,2,9,4
1566,7,0,0,1
1567,0,12,16,13
1568,8,9,5,17
1569,15,1,4,11
1570,17,7,0,10
1571,13,2,2,5
1572,4,15,17,0
1573,2,4,0,15
1574,13,15,15,0
1575,11,6,17,5
1576,16,0,11,14
1577,16,11,11,3
1578,12,16,12,13
1579,8,1,17,3
1580,13,16,5,1
1581,3,4,9,13
1582,17,16,6,13
1583,3,15,6,11
1584,12,7,14,13
1585,4,4,10,16
1586,10,10,12,4
1587,10,15,15,11
1588,13,0,17,1
1589,11,17,13,5
1590,5,17,9,10
1591,0,11,6,14
1592,3,13,15,1
1593,4,7,8,15
1594,11,2,9,5
1595,1,16,15,3
1596,2,7,14,15
1597,6,14,14,1
1598,5,5,7,10
1599,8,11,16,17
1600,17,4,12,13
1601,15,2,15,0
1602,13,9,8,1
1603,6,2,15,5
1604,0,12,6,13
1605,17,12,1,13
1606,3,10,4,13
1607,7,7,16,8
1608,4,7,9,15
1609,16,10,10,11
1610,12,2,4,15
1611,2,4,1,15
1612,3,17,13,13
1613,3,10,9,13
1614,4,15,4,15
1615,0,0,1,13
1616,12,5,9,10
1617,16,0,10,16
1618,14,6,13,5
1619,15,10,16,11
1620,16,16,8,16
1621,8,17,9,10
1622,10,5,17,0
1623,14,12,5,13
1624,9,0,11,14
1625,13,3,17,13
1626,11,17,8,3
1627,14,12,11,1
1628,5,14,14,10
1629,8,13,11,5
1630,17,16,7,0
1631,13,0,5,1
1632,0,1,4,13
1633,4,17,4,16
1634,8,10,7,8
1635,3,16,17,13
1636,4,6,5,15
1637,0,9,14,1
1638,10,4,7,8
1639,6,1,13,2
1640,14,12,0,13
1641,16,10,9,11
1642,1,7,17,10
1643,10,4,8,11
1644,14,1,0,13
1645,0,7,16,1
1646,17,7,17,10
1647,10,4,2,11
1648,15,8,17,0
1649,1,17,1,3
1650,13,11,12,5
1651,7,2,2,15
1652,10,5,13,11
1653,9,4,14,10
1654,1,17,13,2
1655,7,4,10,8
1656,5,2,2,0
1657,10,13,14,1
1658,8,1,8,12
1659,9,8,11,12
1660,11,11,6,5
1661,17,3,12,13
1662,6,1,1,3
1663,2,12,3,13
1664,10,8,17,0
1665,16,8,15,16
1666,6,9,14,10
1667,10,17,8,0
1668,15,3,3,13
1669,17,3,1,13
1670,1,4,6,15
1671,1,10,17,3
1672,11,8,1,3
1673,9,10,14,10
1674,0,10,17,13
1675,4,5,5,0
1676,0,2,7,15
1677,15,3,14,13
1678,2,1,13,2
1679,12,4,6,13
1680,2,1,11,3
1681,6,5,15,0
1682,3,14,0,13
1683,0,16,7,1
1684,1,1,14,2
1685,10,8,17,0
1686,7,0,2,15
1687,15,17,9,0
1688,13,9,12,1
1689,7,12,8,13
1690,13,2,6,5
1691,1,3,4,2
1692,7,16,1,8
1693,11,10,5,14
1694,1,9,12,3
1695,13,11,9,5
1696,5,8,3,17
1697,8,7,1,12
1698,14,16,13,1
1699,7,8,8,12
1700,11,13,17,5
1701,5,9,3,10
1702,13,7,9,10
1703,8,11,9,12
1704,0,0,15,14
1705,14,5,12,13
1706,16,8,12,16
1707,9,10,0,10
1708,0,17,16,13
1709,13,13,5,1
1710,1,7,15,3
1711,15,9,17,0
1712,1,9,9,10
1713,4,14,13,1
1714,8,15,11,14
1715,8,3,13,13
1716,9,11,13,5
1717,6,10,6,8
1718,13,11,9,5
1719,11,11,11,3
1720,15,4,9,0
1721,2,4,6,5
1722,12,11,0,14
1723,2,15,5,0
1724,0,3,7,13
1725,4,14,8,17
1726,3,14,14,13
1727,10,14,13,1
1728,13,3,15,1
1729,10,10,16,11
1730,13,5,7,10
1731,13,6,17,5
1732,2,15,1,11
1733,14,0,5,1
1734,7,13,16,8
1735,8,3,6,12
1736,5,15,11,14
1737,4,5,14,10
1738,6,10,11,5
1739,4,17,1,16
1740,15,12,13,0
1741,4,1,7,15
1742,13,16,16,16
1743,3,15,13,0
1744,15,17,11,0
1745,2,5,5,0
1746,2,11,10,5
1747,9,6,10,8
1748,0,2,10,11
1749,10,4,16,16
1750,17,3,0,13
1751,12,14,0,13
1752,1,16,7,3
1753,10,8,9,11
1754,14,9,7,10
1755,4,4,15,15
1756,3,4,16,16
1757,5,12,13,0
1758,0,6,2,5
1759,0,15,1,14
1760,13,5,13,1
1761,3,10,10,11
1762,9,13,1,2
1763,7,9,14,10
1764,6,11,11,5
1765,14,5,10,10
1766,16,5,12,16
1767,10,5,16,11
1768,5,6,4,14
1769,17,3,17,13
1770,5,6,16,14
1771,9,16,3,16
1772,9,8,16,17
1773,17,12,13,13
1774,12,8,7,13
1775,17,0,11,14
1776,7,5,8,17
1777,1,13,1,2
1778,12,5,14,13
1779,1,6,13,5
1780,5,8,4,17
1781,12,13,2,5
1782,5,14,13,10
1783,16,5,17,0
1784,11,11,13,5
1785,16,9,2,7
1786,0,1,6,13
1787,7,4,8,15
1788,0,6,5,14
1789,11,6,17,5
1790,13,13,17,1
1791,5,14,17,10
1792,3,9,11,3
1793,17,15,0,14
1794,6,5,8,17
1795,13,11,16,5
1796,12,1,4,13
1797,3,9,2,10
1798,10,12,12,4
1799,6,9,15,5
1800,7,3,4,15
1801,6,10,5,8
1802,5,16,15,0
1803,13,13,3,1
1804,0,15,9,14
1805,0,5,7,14
1806,11,9,1,3
1807,14,0,11,1
1808,5,15,17,0
1809,4,1,7,15
1810,1,13,3,2
1811,0,0,3,13
1812,14,13,6,5
1813,8,5,10,17
1814,14,4,16,16
1815,6,2,8,5
1816,7,15,6,8
1817,6,0,15,14
1818,9,14,3,10
1819,6,13,7,5
1820,9,17,2,10
1821,15,10,17,0
1822,8,14,11,17
1823,7,7,12,10
1824,7,15,7,15
1825,16,10,6,8
1826,9,11,0,14
1827,8,11,6,5
1828,6,16,17,16
1829,2,13,10,5
1830,3,4,15,15
1831,13,0,7,1
1832,11,4,0,14
1833,9,4,4,15
1834,5,13,16,0
1835,17,3,16,13
1836,3,0,0,13
1837,14,16,10,1
1838,5,9,1,10
1839,0,4,14,1
1840,5,4,8,17
1841,4,3,13,15
1842,6,2,16,5
1843,6,2,14,5
1844,3,10,2,11
1845,12,5,2,0
1846,4,5,1,15
1847,0,10,3,13
1848,2,1,8,12
1849,14,17,6,10
1850,2,10,15,11
1851,10,13,14,1
1852,16,10,0,16
1853,11,5,0,14
1854,12,10,12,4
1855,5,0,2,14
1856,4,7,2,15
1857,5,0,6,14
1858,16,17,3,13
1859,5,11,17,0
1860,11,14,5,14
1861,16,14,15,16
1862,4,4,12,16
1863,13,1,5,2
1864,2,5,14,10
1865,14,14,1,2
1866,5,0,0,14
1867,1,8,5,17
1868,3,10,17,13
1869,7,0,3,13
1870,2,9,14,10
1871,5,12,2,0
1872,7,0,15,14
1873,14,6,0,13
1874,7,1,4,15
1875,15,12,0,14
1876,4,8,5,17
1877,2,6,0,5
1878,6,1,12,6
1879,1,11,17,3
1880,5,7,2,0
1881,6,9,1,6
1882,6,8,7,8
1883,1,15,4,3
1884,14,17,1,10
1885,10,4,10,11
1886,4,3,12,13
1887,5,2,3,0
1888,8,12,17,13
1889,5,2,8,0
1890,10,2,9,11
1891,3,7,5,10
1892,12,6,1,13
1893,17,10,16,0
1894,17,15,5,0
1895,7,16,2,15
1896,4,1,6,15
1897,9,2,16,0
1898,9,7,5,10
1899,10,0,2,11
1900,13,16,3,1
1901,17,6,16,13
1902,16,2,6,5
1903,15,16,13,0
1904,12,12,17,13
1905,9,15,12,0
1906,11,5,10,14
1907,4,3,2,15
1908,7,12,10,4
1909,0,17,17,13
1910,1,17,1,3
1911,6,3,4,5
1912,0,5,4,14
1913,6,9,0,6
1914,4,14,12,13
1915,15,13,10,11
1916,5,2,15,0
1917,13,11,5,14
1918,17,14,10,10
1919,15,5,0,14
1920,11,1,4,3
1921,11,3,0,14
1922,12,1,7,13
1923,8,4,2,12
1924,17,0,8,13
1925,1,4,0,3
1926,3,6,12,13
1927,11,11,5,14
1928,16,17,10,16
1929,7,7,12,10
1930,13,10,15,11
1931,14,13,3,1
1932,3,6,12,13
1933,13,12,15,1
1934,6,9,8,5
1935,7,6,1,8
1936,16,16,14,16
1937,1,15,15,0
1938,8,5,7,17
1939,6,13,15,5
1940,8,7,1,12
1941,16,9,9,10
1942,12,3,9,13
1943,5,5,13,0
1944,10,5,14,10
1945,3,12,7,13
1946,15,16,6,11
1947,2,11,15,0
1948,5,10,14,10
1949,7,0,10,8
1950,6,14,13,5
1951,16,14,10,16
1952,0,13,2,5
1953,2,17,15,0
1954,9,13,11,5
1955,6,15,13,5
1956,2,14,15,0
1957,1,1,5,3
1958,1,15,16,3
1959,4,8,10,16
1960,12,5,0,13
1961,1,0,3,13
1962,2,9,17,0
1963,15,17,5,0
1964,14,17,13,1
1965,8,16,1,16
1966,0,2,17,0
1967,10,2,12,11
1968,7,1,8,8
1969,16,10,10,11
1970,9,0,1,10
1971,2,7,13,5
1972,15,4,5,0
1973,7,16,15,8
1974,9,7,4,15
1975,13,8,8,12
1976,5,8,16,17
1977,10,1,5,11
1978,14,6,1,2
1979,11,14,12,13
1980,15,14,12,13
1981,4,4,12,16
1982,10,4,7,8
1983,16,1,3,16
1984,3,0,9,13
1985,7,1,6,8
1986,0,6,17,13
1987,2,11,7,5
1988,10,11,1,3
1989,11,16,6,5
1990,7,17,12,13
1991,5,6,3,10
1992,17,9,4,10
1993,3,9,13,13
1994,6,2,2,5
1995,2,5,3,0
1996,4,8,11,16
1997,12,10,4,4
1998,13,11,14,1
1999,1,7,6,8
2000,9,4,10,16
2001,9,4,1,15
2002,0,9,17,13
2003,15,8,1,11
2004,0,4,12,13
2005,6,12,10,4
2006,1,10,3,2
2007,2,3,2,0
2008,1,6,11,5
2009,4,11,14,16
2010,1,1,1,3
2011,1,8,3,2
2012,9,3,4,13
2013,15,17,4,0
2014,5,15,5,0
2015,17,3,10,13
2016,8,12,10,4
2017,2,12,3,13
2018,16,13,8,16
2019,14,6,11,5
2020,2,16,10,11
2021,5,8,5,17
2022,16,5,13,16
2023,14,1,2,2
2024,8,15,2,12
2025,14,15,10,11
2026,5,6,17,10
2027,15,17,16,0
2028,10,0,14,1
2029,0,11,12,14
2030,6,4,8,5
2031,11,6,8,5
2032,9,12,2,4
2033,2,6,4,5
2034,11,4,16,16
2035,6,9,12,5
2036,1,11,13,5
2037,9,5,14,10
2038,3,4,2,15
2039,12,12,7,13
2040,7,15,2,15
2041,13,8,12,1
2042,13,11,13,5
2043,11,11,12,3
2044,4,9,12,7
2045,3,10,16,13
2046,9,4,10,16
2047,11,3,15,14
2048,15,8,4,0
2049,6,10,9,8
2050,6,8,13,5
2051,1,16,9,3
2052,17,7,4,15
2053,12,7,4,15
2054,7,6,5,10
2055,9,9,14,10
2056,3,7,2,15
2057,14,3,6,13
2058,7,12,3,13
2059,6,16,4,16
2060,9,16,10,16
2061,2,6,1,5
2062,7,16,9,8
2063,11,7,2,5
2064,13,2,0,1
2065,3,12,8,13
2066,5,14,0,10
2067,15,12,14,13
2068,0,2,12,13
2069,9,4,17,10
2070,2,8,16,12
2071,10,0,10,11
2072,10,14,2,11
2073,13,13,5,1
2074,2,3,3,13
2075,7,11,8,8
2076,14,0,7,1
2077,4,14,13,1
2078,5,5,4,0
2079,6,15,4,5
2080,5,12,12,13
2081,5,5,2,0
2082,5,16,1,14
2083,2,4,11,5
2084,9,10,14,10
2085,9,15,1,11
2086,14,8,1,2
2087,7,2,14,10
2088,10,4,4,15
2089,17,4,7,15
2090,7,16,4,16
2091,3,17,2,0
2092,4,1,2,15
2093,11,6,11,5
2094,4,5,2,15
2095,2,1,7,15
2096,16,15,0,14
2097,16,8,12,16
2098,7,17,10,10
2099,9,17,11,10
2100,7,14,11,10
2101,15,17,14,10
2102,0,5,17,13
2103,6,7,0,8
2104,14,1,11,3
2105,12,14,3,13
2106,10,14,5,10
2107,3,17,6,13
2108,12,13,1,2
2109,16,4,0,16
2110,7,10,2,8
2111,2,13,7,5
2112,1,7,10,8
2113,13,12,9,1
2114,0,5,13,1
2115,7,3,5,10
2116,17,12,13,13
2117,11,6,12,5
2118,13,16,1,2
2119,10,6,2,11
2120,0,5,9,14
2121,4,8,7,15
2122,14,16,5,17
2123,14,15,11,14
2124,16,3,11,16
2125,10,6,9,8
2126,3,9,4,13
2127,2,9,12,0
2128,15,10,5,0
2129,6,17,2,0
2130,1,6,15,5
2131,8,6,13,5
2132,5,14,11,14
2133,1,7,0,3
2134,16,6,16,16
2135,11,6,14,5
2136,10,14,0,1
2137,5,7,2,0
2138,5,7,15,0
2139,6,15,11,5
2140,3,2,9,0
2141,8,15,11,14
2142,8,7,0,12
2143,15,9,7,10
2144,5,5,16,0
2145,16,13,2,5
2146,13,16,3,1
2147,14,8,5,17
2148,1,7,6,8
2149,13,15,12,1
2150,13,11,6,5
2151,15,3,9,0
2152,6,3,5,6
2153,15,2,3,0
2154,0,13,16,1
2155,15,10,13,11
2156,11,9,13,5
2157,15,9,0,14
2158,1,14,3,2
2159,8,10,14,17
2160,4,1,4,15
2161,10,17,7,10
2162,9,17,10,10
2163,4,17,1,16
2164,9,9,17,10
2165,16,10,8,16
2166,11,8,17,3
2167,9,9,9,10
2168,3,8,10,13
2169,7,1,6,8
2170,13,1,11,3
2171,13,5,17,0
2172,10,12,17,13
2173,13,15,15,0
2174,15,17,11,0
2175,1,9,3,2
2176,7,3,0,13
2177,8,8,15,12
2178,10,16,7,8
2179,4,6,13,5
2180,10,5,14,10
2181,17,12,12,13
2182,17,17,2,0
2183,2,4,6,5
2184,11,11,9,3
2185,1,15,13,2
2186,11,12,6,5
2187,9,17,6,10
2188,2,6,17,0
2189,12,7,17,13
2190,6,10,10,8
2191,14,3,11,1
2192,2,8,6,5
2193,11,9,8,3
2194,6,14,4,5
2195,15,0,2,11
2196,16,9,10,10
2197,0,13,8,1
2198,7,8,2,12
2199,5,12,2,0
2200,15,10,14,11
2201,1,7,8,3
2202,1,2,6,5
2203,17,13,10,0
2204,15,12,16,0
2205,15,0,16,14
2206,3,9,10,13
2207,2,1,6,5
2208,13,14,6,5
2209,0,0,5,14
2210,10,6,6,8
2211,3,5,3,13
2212,1,12,8,3
2213,14,6,1,2
2214,16,17,2,0
2215,15,9,11,14
2216,6,4,5,6
2217,12,4,8,13
2218,10,2,8,11
2219,15,10,9,11
2220,16,6,13,5
2221,7,1,9,10
2222,5,14,9,10
2223,0,12,7,13
2224,3,9,15,0
2225,17,4,3,13
2226,10,11,11,3
2227,3,10,10,11
2228,12,6,4,13
2229,4,1,15,15
2230,11,8,1,3
2231,5,11,14,14
2232,5,11,15,14
2233,6,11,5,14
2234,10,10,15,11
2235,10,11,7,8
2236,16,14,13,1
2237,2,14,14,1
2238,12,7,15,15
2239,0,14,16,1
2240,7,3,4,15
2241,5,4,8,17
2242,2,13,17,0
2243,11,0,4,14
2244,4,12,0,13
2245,10,2,9,11
2246,0,15,6,14
2247,2,8,15,0
2248,12,1,9,13
2249,9,12,4,13
2250,0,17,16,13
2251,0,0,0,1
2252,4,16,11,16
2253,4,8,13,16
2254,14,5,3,10
2255,1,1,6,3
2256,5,16,17,0
2257,4,5,3,15
2258,3,13,8,13
2259,11,5,9,14
2260,11,14,16,3
2261,6,6,11,5
2262,11,17,0,13
2263,4,17,5,0
2264,14,14,13,1
2265,17,3,2,0
2266,17,12,13,13
2267,9,15,9,10
2268,2,0,16,11
2269,15,14,11,14
2270,0,8,14,1
2271,8,2,6,12
2272,10,6,17,8
2273,10,15,6,11
2274,17,10,3,13
2275,1,1,6,3
2276,6,15,16,5
2277,12,12,16,13
2278,13,11,6,5
2279,2,15,1,11
2280,14,6,12,13
2281,6,14,4,5
2282,7,5,2,10
2283,3,15,6,11
2284,14,4,8,17
2285,14,1,16,2
2286,3,12,9,13
2287,1,7,15,3
2288,1,1,0,3
2289,9,17,12,13
2290,1,3,6,13
2291,17,0,13,13
2292,16,4,12,16
2293,5,15,15,0
2294,16,9,4,7
2295,12,1,0,13
2296,9,8,5,17
2297,14,5,2,10
2298,2,4,4,15
2299,10,3,6,8
2300,13,12,17,13
2301,10,4,10,11
2302,17,13,12,13
2303,8,15,0,14
2304,15,5,8,0
2305,10,14,1,2
2306,7,5,15,0
2307,4,9,14,10
2308,16,16,4,16
2309,17,0,16,13
2310,9,5,3,10
2311,9,6,15,5
2312,12,8,2,12
2313,8,11,14,17
2314,5,14,15,14
2315,8,12,12,13
2316,0,6,10,8
2317,6,11,6,5
2318,8,6,7,8
2319,8,0,11,14
2320,8,0,3,13
2321,10,8,10,11
2322,12,14,5,13
2323,13,6,8,5
2324,2,17,5,0
2325,2,11,1,3
2326,10,10,14,4
2327,7,13,4,15
2328,6,6,6,5
2329,8,14,5,17
2330,4,11,1,3
2331,0,8,6,13
2332,2,0,10,11
2333,7,13,15,15
2334,8,6,9,12
2335,9,14,10,10
2336,13,2,3,5
2337,0,12,6,13
2338,4,2,3,15
2339,3,0,10,13
2340,1,2,10,11
2341,1,1,12,3
2342,13,1,10,2
2343,16,5,3,16
2344,12,17,4,13
2345,7,2,8,12
2346,17,0,9,10
2347,9,3,0,13
2348,7,15,13,15
2349,5,8,10,17
2350,11,12,17,13
2351,3,15,1,11
2352,15,17,8,0
2353,2,13,17,0
2354,10,4,11,11
2355,4,15,15,0
2356,0,9,8,1
2357,10,3,4,8
2358,2,8,2,12
2359,5,12,14,17
2360,16,9,6,7
2361,15,8,15,0
2362,0,17,3,13
2363,4,11,17,16
2364,14,13,13,1
2365,5,6,4,14
2366,16,3,1,16
2367,6,2,9,5
2368,0,12,1,13
2369,4,16,14,16
2370,2,2,16,0
2371,13,14,13,1
2372,6,15,10,8
2373,8,7,16,17
2374,5,1,7,10
2375,1,9,16,3
2376,6,9,16,5
2377,2,17,7,0
2378,10,11,6,8
2379,4,15,11,14
2380,17,8,6,13
2381,7,2,1,15
2382,3,7,0,13
2383,3,5,1,13
2384,7,12,12,13
2385,16,1,15,16
2386,11,2,5,14
2387,8,17,12,13
2388,1,8,5,17
2389,13,6,2,5
2390,3,4,4,15
2391,3,1,12,13
2392,3,1,6,13
2393,17,4,17,0
2394,12,0,10,13
2395,2,1,11,3
2396,17,3,16,13
2397,9,7,6,10
2398,13,0,10,1
2399,4,14,8,17
2400,15,14,14,1
2401,14,7,9,10
2402,6,6,2,5
2403,14,9,8,17
2404,9,5,10,10
2405,11,7,8,3
2406,3,5,5,0
2407,0,0,13,1
2408,10,8,10,11
2409,0,13,17,1
2410,9,10,1,10
2411,5,14,17,10
2412,15,12,11,14
2413,16,10,16,16
2414,5,14,11,14
2415,8,9,13,17
2416,12,2,12,4
2417,13,15,17,0
2418,7,12,4,15
2419,2,12,8,12
2420,17,11,3,0
2421,2,5,7,0
2422,8,7,15,12
2423,5,6,13,5
2424,14,6,15,17
2425,1,4,9,3
2426,9,14,13,10
2427,1,4,2,15
2428,0,7,11,14
2429,10,9,17,10
2430,13,13,8,1
2431,9,13,4,1
2432,13,12,7,1
2433,10,3,8,4
2434,4,2,16,16
2435,8,11,3,12
2436,4,10,7,8
2437,2,4,6,5
2438,13,7,13,1
2439,1,13,13,2
2440,13,11,1,3
2441,0,5,12,13
2442,12,0,17,13
2443,15,2,6,11
2444,3,3,17,13
2445,1,10,3,2
2446,12,17,1,13
2447,4,15,6,15
2448,7,16,17,16
2449,6,10,5,8
2450,10,15,7,11
2451,12,10,14,13
2452,14,4,4,15
2453,16,17,5,0
2454,15,10,1,11
2455,11,4,10,3
2456,13,14,11,1
2457,5,5,6,10
2458,7,4,10,8
2459,13,12,9,1
2460,17,1,7,10
2461,12,15,9,4
2462,2,8,15,0
2463,7,3,9,10
2464,8,1,5,17
2465,4,5,7,15
2466,17,2,0,0
2467,17,1,13,2
2468,1,10,3,2
2469,1,1,17,3
2470,0,8,14,1
2471,3,16,17,13
2472,17,16,2,0
2473,4,10,0,16
2474,4,6,4,15
2475,2,13,6,5
2476,7,1,8,8
2477,12,16,1,13
2478,17,4,4,15
2479,3,14,15,13
2480,1,10,4,3
2481,5,5,3,0
2482,1,13,14,2
2483,9,5,3,10
2484,16,14,9,10
2485,9,12,10,4
2486,11,10,2,5
2487,13,9,1,2
2488,9,4,11,16
2489,6,17,9,10
2490,1,14,14,2
2491,11,9,16,3
2492,12,16,9,13
2493,5,3,6,10
2494,1,13,2,5
2495,12,11,6,5
2496,4,16,16,16
2497,5,13,3,0
2498,3,12,6,13
2499,17,2,4,0
2500,11,9,0,14
2501,6,14,13,5
2502,4,16,5,16
2503,7,0,6,8
2504,0,5,17,13
2505,12,15,16,4
2506,10,10,5,11
2507,7,16,14,8
2508,7,5,6,10
2509,3,5,2,0
2510,6,5,7,8
2511,13,4,15,1
2512,9,15,13,0
2513,0,13,0,1
2514,17,0,1,13
2515,12,2,14,13
2516,14,1,2,2
2517,10,4,0,11
2518,8,4,6,12
2519,11,12,1,3
2520,0,3,17,13
2521,4,11,6,5
2522,7,2,4,15
2523,11,4,7,15
2524,11,4,7,15
2525,17,2,16,0
2526,17,10,1,10
2527,13,5,1,2
2528,1,4,8,3
2529,8,1,17,3
2530,10,9,12,4
2531,1,14,17,10
2532,12,2,2,0
2533,16,17,15,0
2534,15,8,10,11
2535,5,8,16,17
2536,17,12,6,13
2537,4,12,15,16
2538,15,0,8,14
2539,5,6,13,5
2540,4,12,13,16
2541,16,14,11,16
2542,2,11,11,5
2543,13,7,13,1
2544,2,15,15,0
2545,10,7,10,8
2546,9,15,5,0
2547,12,10,1,4
2548,4,5,5,0
2549,2,1,4,15
2550,13,5,7,10
2551,15,11,11,14
2552,11,4,10,3
2553,16,7,13,10
2554,10,9,12,4
2555,11,9,8,3
2556,17,0,9,10
2557,2,9,0,12
2558,4,14,10,16
2559,4,15,14,15
2560,2,10,4,11
2561,6,8,6,5
2562,11,7,7,10
2563,7,14,6,10
2564,3,17,14,13
2565,8,16,12,17
2566,11,2,0,14
2567,0,1,12,13
2568,0,17,15,0
2569,10,9,13,11
2570,4,1,11,3
2571,11,15,9,14
2572,16,7,0,10
2573,8,3,10,12
2574,10,12,7,8
2575,0,10,1,13
2576,16,5,16,16
2577,8,11,4,12
2578,12,3,10,13
2579,8,15,6,12
2580,0,2,1,14
2581,11,12,6,5
2582,9,9,1,10
2583,16,9,12,7
2584,0,11,13,1
2585,2,4,8,12
2586,3,5,9,10
2587,8,5,10,17
2588,10,6,9,8
2589,12,12,12,13
2590,15,16,5,0
2591,17,8,0,13
2592,5,6,9,10
2593,11,1,17,3
2594,12,12,10,4
2595,6,7,17,10
2596,10,11,0,14
2597,5,7,14,10
2598,4,9,11,7
2599,17,12,3,13
2600,8,2,8,12
2601,6,5,7,8
2602,0,8,10,1
2603,7,10,4,8
2604,15,0,2,11
2605,12,4,11,16
2606,17,16,9,0
2607,13,12,8,1
2608,11,5,6,14
2609,6,15,1,6
2610,10,6,15,11
2611,14,2,17,10
2612,15,4,17,0
2613,2,1,9,12
2614,14,11,11,3
2615,10,6,7,8
2616,9,11,8,3
2617,4,4,5,15
2618,14,2,1,2
2619,12,6,14,13
2620,10,16,17,16
2621,12,2,16,4
2622,10,8,14,17
2623,2,15,11,0
2624,11,14,3,13
2625,17,12,8,13
2626,1,5,9,10
